"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"108173","RP4-583P15.10","TMEM222",0,3,FALSE,NA,NA,NA,NA,NA
"108174","RP4-583P15.10","TNFRSF9",0,3,FALSE,NA,NA,NA,NA,NA
"108175","RP4-583P15.15","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108176","RP4-583P15.15","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108177","RP4-583P15.15","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108178","RP4-583P15.15","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108179","RP4-583P15.15","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108180","RP4-583P15.15","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108181","RP4-583P15.15","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108182","RP4-583P15.15","DGKA",2,0,FALSE,NA,NA,NA,NA,NA
"108183","RP4-583P15.15","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108184","RP4-583P15.15","HAVCR2",3,0,FALSE,NA,NA,NA,NA,NA
"108185","RP4-583P15.15","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108186","RP4-583P15.15","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108187","RP4-583P15.15","MEF2D",1,0,FALSE,NA,NA,NA,NA,NA
"108188","RP4-583P15.15","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108189","RP4-583P15.15","RASA2",1,0,FALSE,NA,NA,NA,NA,NA
"108190","RP4-583P15.15","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108191","RP4-583P15.15","STAT6",1,0,FALSE,NA,NA,NA,NA,NA
"108192","RP4-583P15.15","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108193","RP4-583P15.15","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108194","RP4-583P15.15","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108195","RP4-583P15.16","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108196","RP4-583P15.16","BTLA",1,0,FALSE,NA,NA,NA,NA,NA
"108197","RP4-583P15.16","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108198","RP4-583P15.16","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108199","RP4-583P15.16","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108200","RP4-583P15.16","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108201","RP4-583P15.16","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108202","RP4-583P15.16","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108203","RP4-583P15.16","DGKZ",1,0,FALSE,NA,NA,NA,NA,NA
"108204","RP4-583P15.16","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108205","RP4-583P15.16","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108206","RP4-583P15.16","LCP2",2,0,FALSE,NA,NA,NA,NA,NA
"108207","RP4-583P15.16","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108208","RP4-583P15.16","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108209","RP4-583P15.16","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108210","RP4-583P15.16","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108211","RP4-583P15.16","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108212","RP4-583P15.16","TCEB2",1,0,FALSE,NA,NA,NA,NA,NA
"108213","RP4-583P15.16","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108214","RP4-583P15.16","TNFRSF9",1,0,FALSE,NA,NA,NA,NA,NA
"108215","RP4-593H12.1","ARID1A",2,8,FALSE,NA,NA,NA,NA,NA
"108216","RP4-593H12.1","BTLA",2,8,FALSE,NA,NA,NA,NA,NA
"108217","RP4-593H12.1","C10orf54",1,8,FALSE,NA,NA,NA,NA,NA
"108218","RP4-593H12.1","CBLB",2,8,FALSE,NA,NA,NA,NA,NA
"108219","RP4-593H12.1","CD3D",1,8,FALSE,NA,NA,NA,NA,NA
"108220","RP4-593H12.1","CD5",2,8,FALSE,NA,NA,NA,NA,NA
"108221","RP4-593H12.1","CDKN1B",1,8,FALSE,NA,NA,NA,NA,NA
"108222","RP4-593H12.1","DGKA",1,8,FALSE,NA,NA,NA,NA,NA
"108223","RP4-593H12.1","DGKZ",0,8,FALSE,NA,NA,NA,NA,NA
"108224","RP4-593H12.1","HAVCR2",3,8,FALSE,NA,NA,NA,NA,NA
"108225","RP4-593H12.1","LAG3",2,8,FALSE,NA,NA,NA,NA,NA
"108226","RP4-593H12.1","LCP2",0,8,FALSE,NA,NA,NA,NA,NA
"108227","RP4-593H12.1","MEF2D",0,8,FALSE,NA,NA,NA,NA,NA
"108228","RP4-593H12.1","PDCD1",3,8,FALSE,NA,NA,NA,NA,NA
"108229","RP4-593H12.1","RASA2",1,8,FALSE,NA,NA,NA,NA,NA
"108230","RP4-593H12.1","SOCS1",0,8,FALSE,NA,NA,NA,NA,NA
"108231","RP4-593H12.1","STAT6",0,8,FALSE,NA,NA,NA,NA,NA
"108232","RP4-593H12.1","TCEB2",2,8,FALSE,NA,NA,NA,NA,NA
"108233","RP4-593H12.1","TMEM222",4,8,FALSE,NA,NA,NA,NA,NA
"108234","RP4-593H12.1","TNFRSF9",4,8,FALSE,NA,NA,NA,NA,NA
"108235","RP4-594I10.3","ARID1A",6,37,FALSE,NA,NA,NA,NA,NA
"108236","RP4-594I10.3","CD3D",5,37,FALSE,NA,NA,NA,NA,NA
"108237","RP4-594I10.3","CDKN1B",5,37,FALSE,NA,NA,NA,NA,NA
"108238","RP4-594I10.3","RASA2",4,37,FALSE,NA,NA,NA,NA,NA
"108239","RP4-594I10.3","STAT6",3,37,FALSE,NA,NA,NA,NA,NA
"108240","RP4-597N16.4","ARID1A",0,1,FALSE,NA,NA,NA,NA,NA
"108241","RP4-597N16.4","BTLA",0,1,FALSE,NA,NA,NA,NA,NA
"108242","RP4-597N16.4","C10orf54",1,1,FALSE,NA,NA,NA,NA,NA
"108243","RP4-597N16.4","CBLB",0,1,FALSE,NA,NA,NA,NA,NA
"108244","RP4-597N16.4","CD3D",0,1,FALSE,NA,NA,NA,NA,NA
"108245","RP4-597N16.4","CD5",0,1,FALSE,NA,NA,NA,NA,NA
"108246","RP4-597N16.4","CDKN1B",0,1,FALSE,NA,NA,NA,NA,NA
"108247","RP4-597N16.4","DGKA",0,1,FALSE,NA,NA,NA,NA,NA
"108248","RP4-597N16.4","DGKZ",2,1,FALSE,NA,NA,NA,NA,NA
"108249","RP4-597N16.4","HAVCR2",1,1,FALSE,NA,NA,NA,NA,NA
"108250","RP4-597N16.4","LAG3",0,1,FALSE,NA,NA,NA,NA,NA
"108251","RP4-597N16.4","LCP2",0,1,FALSE,NA,NA,NA,NA,NA
"108252","RP4-597N16.4","MEF2D",0,1,FALSE,NA,NA,NA,NA,NA
"108253","RP4-597N16.4","PDCD1",2,1,FALSE,NA,NA,NA,NA,NA
"108254","RP4-597N16.4","RASA2",0,1,FALSE,NA,NA,NA,NA,NA
"108255","RP4-597N16.4","SOCS1",2,1,FALSE,NA,NA,NA,NA,NA
"108256","RP4-597N16.4","STAT6",0,1,FALSE,NA,NA,NA,NA,NA
"108257","RP4-597N16.4","TCEB2",1,1,FALSE,NA,NA,NA,NA,NA
"108258","RP4-597N16.4","TMEM222",0,1,FALSE,NA,NA,NA,NA,NA
"108259","RP4-597N16.4","TNFRSF9",0,1,FALSE,NA,NA,NA,NA,NA
"108260","RP4-598P13.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108261","RP4-598P13.1","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108262","RP4-598P13.1","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108263","RP4-598P13.1","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108264","RP4-598P13.1","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108265","RP4-598P13.1","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108266","RP4-598P13.1","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108267","RP4-598P13.1","DGKA",1,0,FALSE,NA,NA,NA,NA,NA
"108268","RP4-598P13.1","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108269","RP4-598P13.1","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108270","RP4-598P13.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108271","RP4-598P13.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108272","RP4-598P13.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108273","RP4-598P13.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108274","RP4-598P13.1","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108275","RP4-598P13.1","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108276","RP4-598P13.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108277","RP4-598P13.1","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108278","RP4-598P13.1","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108279","RP4-598P13.1","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108280","RP4-613B23.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108281","RP4-613B23.1","BTLA",1,0,FALSE,NA,NA,NA,NA,NA
"108282","RP4-613B23.1","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108283","RP4-613B23.1","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108284","RP4-613B23.1","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108285","RP4-613B23.1","CD5",1,0,FALSE,NA,NA,NA,NA,NA
"108286","RP4-613B23.1","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108287","RP4-613B23.1","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108288","RP4-613B23.1","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108289","RP4-613B23.1","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108290","RP4-613B23.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108291","RP4-613B23.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108292","RP4-613B23.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108293","RP4-613B23.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108294","RP4-613B23.1","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108295","RP4-613B23.1","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108296","RP4-613B23.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108297","RP4-613B23.1","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108298","RP4-613B23.1","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108299","RP4-613B23.1","TNFRSF9",1,0,FALSE,NA,NA,NA,NA,NA
"108300","RP4-613B23.5","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108301","RP4-613B23.5","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108302","RP4-613B23.5","C10orf54",1,0,FALSE,NA,NA,NA,NA,NA
"108303","RP4-613B23.5","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108304","RP4-613B23.5","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108305","RP4-613B23.5","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108306","RP4-613B23.5","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108307","RP4-613B23.5","DGKA",1,0,FALSE,NA,NA,NA,NA,NA
"108308","RP4-613B23.5","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108309","RP4-613B23.5","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108310","RP4-613B23.5","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108311","RP4-613B23.5","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108312","RP4-613B23.5","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108313","RP4-613B23.5","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108314","RP4-613B23.5","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108315","RP4-613B23.5","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108316","RP4-613B23.5","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108317","RP4-613B23.5","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108318","RP4-613B23.5","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108319","RP4-613B23.5","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108320","RP4-622L5.7","ARID1A",1,3,FALSE,NA,NA,NA,NA,NA
"108321","RP4-622L5.7","BTLA",0,3,FALSE,NA,NA,NA,NA,NA
"108322","RP4-622L5.7","C10orf54",0,3,FALSE,NA,NA,NA,NA,NA
"108323","RP4-622L5.7","CBLB",2,3,FALSE,NA,NA,NA,NA,NA
"108324","RP4-622L5.7","CD3D",1,3,FALSE,NA,NA,NA,NA,NA
"108325","RP4-622L5.7","CD5",2,3,FALSE,NA,NA,NA,NA,NA
"108326","RP4-622L5.7","CDKN1B",1,3,FALSE,NA,NA,NA,NA,NA
"108327","RP4-622L5.7","DGKA",2,3,FALSE,NA,NA,NA,NA,NA
"108328","RP4-622L5.7","DGKZ",0,3,FALSE,NA,NA,NA,NA,NA
"108329","RP4-622L5.7","HAVCR2",0,3,FALSE,NA,NA,NA,NA,NA
"108330","RP4-622L5.7","LAG3",3,3,FALSE,NA,NA,NA,NA,NA
"108331","RP4-622L5.7","LCP2",0,3,FALSE,NA,NA,NA,NA,NA
"108332","RP4-622L5.7","MEF2D",1,3,FALSE,NA,NA,NA,NA,NA
"108333","RP4-622L5.7","PDCD1",0,3,FALSE,NA,NA,NA,NA,NA
"108334","RP4-622L5.7","RASA2",0,3,FALSE,NA,NA,NA,NA,NA
"108335","RP4-622L5.7","SOCS1",0,3,FALSE,NA,NA,NA,NA,NA
"108336","RP4-622L5.7","STAT6",0,3,FALSE,NA,NA,NA,NA,NA
"108337","RP4-622L5.7","TCEB2",1,3,FALSE,NA,NA,NA,NA,NA
"108338","RP4-622L5.7","TMEM222",0,3,FALSE,NA,NA,NA,NA,NA
"108339","RP4-622L5.7","TNFRSF9",1,3,FALSE,NA,NA,NA,NA,NA
"108340","RP4-633O19__A.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108341","RP4-633O19__A.1","BTLA",2,0,FALSE,NA,NA,NA,NA,NA
"108342","RP4-633O19__A.1","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108343","RP4-633O19__A.1","CBLB",1,0,FALSE,NA,NA,NA,NA,NA
"108344","RP4-633O19__A.1","CD3D",1,0,FALSE,NA,NA,NA,NA,NA
"108345","RP4-633O19__A.1","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108346","RP4-633O19__A.1","CDKN1B",2,0,FALSE,NA,NA,NA,NA,NA
"108347","RP4-633O19__A.1","DGKA",2,0,FALSE,NA,NA,NA,NA,NA
"108348","RP4-633O19__A.1","DGKZ",1,0,FALSE,NA,NA,NA,NA,NA
"108349","RP4-633O19__A.1","HAVCR2",2,0,FALSE,NA,NA,NA,NA,NA
"108350","RP4-633O19__A.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108351","RP4-633O19__A.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108352","RP4-633O19__A.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108353","RP4-633O19__A.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108354","RP4-633O19__A.1","RASA2",4,0,FALSE,NA,NA,NA,NA,NA
"108355","RP4-633O19__A.1","SOCS1",1,0,FALSE,NA,NA,NA,NA,NA
"108356","RP4-633O19__A.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108357","RP4-633O19__A.1","TCEB2",1,0,FALSE,NA,NA,NA,NA,NA
"108358","RP4-633O19__A.1","TMEM222",2,0,FALSE,NA,NA,NA,NA,NA
"108359","RP4-633O19__A.1","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108360","RP4-635E18.8","ARID1A",0,2,FALSE,NA,NA,NA,NA,NA
"108361","RP4-635E18.8","BTLA",1,2,FALSE,NA,NA,NA,NA,NA
"108362","RP4-635E18.8","C10orf54",3,2,FALSE,NA,NA,NA,NA,NA
"108363","RP4-635E18.8","CBLB",1,2,FALSE,NA,NA,NA,NA,NA
"108364","RP4-635E18.8","CD3D",0,2,FALSE,NA,NA,NA,NA,NA
"108365","RP4-635E18.8","CD5",1,2,FALSE,NA,NA,NA,NA,NA
"108366","RP4-635E18.8","CDKN1B",2,2,FALSE,NA,NA,NA,NA,NA
"108367","RP4-635E18.8","DGKA",0,2,FALSE,NA,NA,NA,NA,NA
"108368","RP4-635E18.8","DGKZ",1,2,FALSE,NA,NA,NA,NA,NA
"108369","RP4-635E18.8","HAVCR2",1,2,FALSE,NA,NA,NA,NA,NA
"108370","RP4-635E18.8","LAG3",1,2,FALSE,NA,NA,NA,NA,NA
"108371","RP4-635E18.8","LCP2",0,2,FALSE,NA,NA,NA,NA,NA
"108372","RP4-635E18.8","MEF2D",0,2,FALSE,NA,NA,NA,NA,NA
"108373","RP4-635E18.8","PDCD1",1,2,FALSE,NA,NA,NA,NA,NA
"108374","RP4-635E18.8","RASA2",2,2,FALSE,NA,NA,NA,NA,NA
"108375","RP4-635E18.8","SOCS1",0,2,FALSE,NA,NA,NA,NA,NA
"108376","RP4-635E18.8","STAT6",0,2,FALSE,NA,NA,NA,NA,NA
"108377","RP4-635E18.8","TCEB2",1,2,FALSE,NA,NA,NA,NA,NA
"108378","RP4-635E18.8","TMEM222",0,2,FALSE,NA,NA,NA,NA,NA
"108379","RP4-635E18.8","TNFRSF9",0,2,FALSE,NA,NA,NA,NA,NA
"108380","RP4-639F20.1","ARID1A",0,2,FALSE,NA,NA,NA,NA,NA
"108381","RP4-639F20.1","BTLA",0,2,FALSE,NA,NA,NA,NA,NA
"108382","RP4-639F20.1","C10orf54",0,2,FALSE,NA,NA,NA,NA,NA
"108383","RP4-639F20.1","CBLB",2,2,FALSE,NA,NA,NA,NA,NA
"108384","RP4-639F20.1","CD3D",1,2,FALSE,NA,NA,NA,NA,NA
"108385","RP4-639F20.1","CD5",2,2,FALSE,NA,NA,NA,NA,NA
"108386","RP4-639F20.1","CDKN1B",0,2,FALSE,NA,NA,NA,NA,NA
"108387","RP4-639F20.1","DGKA",1,2,FALSE,NA,NA,NA,NA,NA
"108388","RP4-639F20.1","DGKZ",0,2,FALSE,NA,NA,NA,NA,NA
"108389","RP4-639F20.1","HAVCR2",2,2,FALSE,NA,NA,NA,NA,NA
"108390","RP4-639F20.1","LAG3",0,2,FALSE,NA,NA,NA,NA,NA
"108391","RP4-639F20.1","LCP2",0,2,FALSE,NA,NA,NA,NA,NA
"108392","RP4-639F20.1","MEF2D",1,2,FALSE,NA,NA,NA,NA,NA
"108393","RP4-639F20.1","PDCD1",1,2,FALSE,NA,NA,NA,NA,NA
"108394","RP4-639F20.1","RASA2",0,2,FALSE,NA,NA,NA,NA,NA
"108395","RP4-639F20.1","SOCS1",1,2,FALSE,NA,NA,NA,NA,NA
"108396","RP4-639F20.1","STAT6",1,2,FALSE,NA,NA,NA,NA,NA
"108397","RP4-639F20.1","TCEB2",1,2,FALSE,NA,NA,NA,NA,NA
"108398","RP4-639F20.1","TMEM222",1,2,FALSE,NA,NA,NA,NA,NA
"108399","RP4-639F20.1","TNFRSF9",0,2,FALSE,NA,NA,NA,NA,NA
"108400","RP4-647C14.2","ARID1A",0,4,FALSE,NA,NA,NA,NA,NA
"108401","RP4-647C14.2","BTLA",0,4,FALSE,NA,NA,NA,NA,NA
"108402","RP4-647C14.2","C10orf54",2,4,FALSE,NA,NA,NA,NA,NA
"108403","RP4-647C14.2","CBLB",0,4,FALSE,NA,NA,NA,NA,NA
"108404","RP4-647C14.2","CD3D",0,4,FALSE,NA,NA,NA,NA,NA
"108405","RP4-647C14.2","CD5",0,4,FALSE,NA,NA,NA,NA,NA
"108406","RP4-647C14.2","CDKN1B",0,4,FALSE,NA,NA,NA,NA,NA
"108407","RP4-647C14.2","DGKA",1,4,FALSE,NA,NA,NA,NA,NA
"108408","RP4-647C14.2","DGKZ",0,4,FALSE,NA,NA,NA,NA,NA
"108409","RP4-647C14.2","HAVCR2",0,4,FALSE,NA,NA,NA,NA,NA
"108410","RP4-647C14.2","LAG3",0,4,FALSE,NA,NA,NA,NA,NA
"108411","RP4-647C14.2","LCP2",1,4,FALSE,NA,NA,NA,NA,NA
"108412","RP4-647C14.2","MEF2D",0,4,FALSE,NA,NA,NA,NA,NA
"108413","RP4-647C14.2","PDCD1",0,4,FALSE,NA,NA,NA,NA,NA
"108414","RP4-647C14.2","RASA2",2,4,FALSE,NA,NA,NA,NA,NA
"108415","RP4-647C14.2","SOCS1",1,4,FALSE,NA,NA,NA,NA,NA
"108416","RP4-647C14.2","STAT6",0,4,FALSE,NA,NA,NA,NA,NA
"108417","RP4-647C14.2","TCEB2",0,4,FALSE,NA,NA,NA,NA,NA
"108418","RP4-647C14.2","TMEM222",0,4,FALSE,NA,NA,NA,NA,NA
"108419","RP4-647C14.2","TNFRSF9",0,4,FALSE,NA,NA,NA,NA,NA
"108420","RP4-655J12.4","ARID1A",1,1,FALSE,NA,NA,NA,NA,NA
"108421","RP4-655J12.4","BTLA",0,1,FALSE,NA,NA,NA,NA,NA
"108422","RP4-655J12.4","C10orf54",0,1,FALSE,NA,NA,NA,NA,NA
"108423","RP4-655J12.4","CBLB",0,1,FALSE,NA,NA,NA,NA,NA
"108424","RP4-655J12.4","CD3D",0,1,FALSE,NA,NA,NA,NA,NA
"108425","RP4-655J12.4","CD5",0,1,FALSE,NA,NA,NA,NA,NA
"108426","RP4-655J12.4","CDKN1B",1,1,FALSE,NA,NA,NA,NA,NA
"108427","RP4-655J12.4","DGKA",0,1,FALSE,NA,NA,NA,NA,NA
"108428","RP4-655J12.4","DGKZ",1,1,FALSE,NA,NA,NA,NA,NA
"108429","RP4-655J12.4","HAVCR2",1,1,FALSE,NA,NA,NA,NA,NA
"108430","RP4-655J12.4","LAG3",1,1,FALSE,NA,NA,NA,NA,NA
"108431","RP4-655J12.4","LCP2",0,1,FALSE,NA,NA,NA,NA,NA
"108432","RP4-655J12.4","MEF2D",0,1,FALSE,NA,NA,NA,NA,NA
"108433","RP4-655J12.4","PDCD1",0,1,FALSE,NA,NA,NA,NA,NA
"108434","RP4-655J12.4","RASA2",0,1,FALSE,NA,NA,NA,NA,NA
"108435","RP4-655J12.4","SOCS1",0,1,FALSE,NA,NA,NA,NA,NA
"108436","RP4-655J12.4","STAT6",0,1,FALSE,NA,NA,NA,NA,NA
"108437","RP4-655J12.4","TCEB2",1,1,FALSE,NA,NA,NA,NA,NA
"108438","RP4-655J12.4","TMEM222",0,1,FALSE,NA,NA,NA,NA,NA
"108439","RP4-655J12.4","TNFRSF9",0,1,FALSE,NA,NA,NA,NA,NA
"108440","RP4-657D16.3","ARID1A",1,3,FALSE,NA,NA,NA,NA,NA
"108441","RP4-657D16.3","BTLA",0,3,FALSE,NA,NA,NA,NA,NA
"108442","RP4-657D16.3","C10orf54",1,3,FALSE,NA,NA,NA,NA,NA
"108443","RP4-657D16.3","CBLB",1,3,FALSE,NA,NA,NA,NA,NA
"108444","RP4-657D16.3","CD3D",0,3,FALSE,NA,NA,NA,NA,NA
"108445","RP4-657D16.3","CD5",1,3,FALSE,NA,NA,NA,NA,NA
"108446","RP4-657D16.3","CDKN1B",0,3,FALSE,NA,NA,NA,NA,NA
"108447","RP4-657D16.3","DGKA",1,3,FALSE,NA,NA,NA,NA,NA
"108448","RP4-657D16.3","DGKZ",1,3,FALSE,NA,NA,NA,NA,NA
"108449","RP4-657D16.3","HAVCR2",0,3,FALSE,NA,NA,NA,NA,NA
"108450","RP4-657D16.3","LAG3",1,3,FALSE,NA,NA,NA,NA,NA
"108451","RP4-657D16.3","LCP2",2,3,FALSE,NA,NA,NA,NA,NA
"108452","RP4-657D16.3","MEF2D",0,3,FALSE,NA,NA,NA,NA,NA
"108453","RP4-657D16.3","PDCD1",2,3,FALSE,NA,NA,NA,NA,NA
"108454","RP4-657D16.3","RASA2",1,3,FALSE,NA,NA,NA,NA,NA
"108455","RP4-657D16.3","SOCS1",1,3,FALSE,NA,NA,NA,NA,NA
"108456","RP4-657D16.3","STAT6",0,3,FALSE,NA,NA,NA,NA,NA
"108457","RP4-657D16.3","TCEB2",2,3,FALSE,NA,NA,NA,NA,NA
"108458","RP4-657D16.3","TMEM222",1,3,FALSE,NA,NA,NA,NA,NA
"108459","RP4-657D16.3","TNFRSF9",1,3,FALSE,NA,NA,NA,NA,NA
"108460","RP4-657D16.6","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108461","RP4-657D16.6","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108462","RP4-657D16.6","C10orf54",1,0,FALSE,NA,NA,NA,NA,NA
"108463","RP4-657D16.6","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108464","RP4-657D16.6","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108465","RP4-657D16.6","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108466","RP4-657D16.6","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108467","RP4-657D16.6","DGKA",1,0,FALSE,NA,NA,NA,NA,NA
"108468","RP4-657D16.6","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108469","RP4-657D16.6","HAVCR2",1,0,FALSE,NA,NA,NA,NA,NA
"108470","RP4-657D16.6","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108471","RP4-657D16.6","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108472","RP4-657D16.6","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108473","RP4-657D16.6","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108474","RP4-657D16.6","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108475","RP4-657D16.6","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108476","RP4-657D16.6","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108477","RP4-657D16.6","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108478","RP4-657D16.6","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108479","RP4-657D16.6","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108480","RP4-669P10.20","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108481","RP4-669P10.20","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108482","RP4-669P10.20","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108483","RP4-669P10.20","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108484","RP4-669P10.20","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108485","RP4-669P10.20","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108486","RP4-669P10.20","CDKN1B",1,0,FALSE,NA,NA,NA,NA,NA
"108487","RP4-669P10.20","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108488","RP4-669P10.20","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108489","RP4-669P10.20","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
