"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"108490","RP4-669P10.20","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108491","RP4-669P10.20","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108492","RP4-669P10.20","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108493","RP4-669P10.20","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108494","RP4-669P10.20","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108495","RP4-669P10.20","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108496","RP4-669P10.20","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108497","RP4-669P10.20","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108498","RP4-669P10.20","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108499","RP4-669P10.20","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108500","RP4-671G15.2","ARID1A",0,2,FALSE,NA,NA,NA,NA,NA
"108501","RP4-671G15.2","BTLA",0,2,FALSE,NA,NA,NA,NA,NA
"108502","RP4-671G15.2","C10orf54",0,2,FALSE,NA,NA,NA,NA,NA
"108503","RP4-671G15.2","CBLB",0,2,FALSE,NA,NA,NA,NA,NA
"108504","RP4-671G15.2","CD3D",1,2,FALSE,NA,NA,NA,NA,NA
"108505","RP4-671G15.2","CD5",1,2,FALSE,NA,NA,NA,NA,NA
"108506","RP4-671G15.2","CDKN1B",2,2,FALSE,NA,NA,NA,NA,NA
"108507","RP4-671G15.2","DGKA",1,2,FALSE,NA,NA,NA,NA,NA
"108508","RP4-671G15.2","DGKZ",0,2,FALSE,NA,NA,NA,NA,NA
"108509","RP4-671G15.2","HAVCR2",0,2,FALSE,NA,NA,NA,NA,NA
"108510","RP4-671G15.2","LAG3",0,2,FALSE,NA,NA,NA,NA,NA
"108511","RP4-671G15.2","LCP2",0,2,FALSE,NA,NA,NA,NA,NA
"108512","RP4-671G15.2","MEF2D",0,2,FALSE,NA,NA,NA,NA,NA
"108513","RP4-671G15.2","PDCD1",0,2,FALSE,NA,NA,NA,NA,NA
"108514","RP4-671G15.2","RASA2",1,2,FALSE,NA,NA,NA,NA,NA
"108515","RP4-671G15.2","SOCS1",0,2,FALSE,NA,NA,NA,NA,NA
"108516","RP4-671G15.2","STAT6",0,2,FALSE,NA,NA,NA,NA,NA
"108517","RP4-671G15.2","TCEB2",0,2,FALSE,NA,NA,NA,NA,NA
"108518","RP4-671G15.2","TMEM222",0,2,FALSE,NA,NA,NA,NA,NA
"108519","RP4-671G15.2","TNFRSF9",0,2,FALSE,NA,NA,NA,NA,NA
"108520","RP4-671O14.7","ARID1A",0,2,FALSE,NA,NA,NA,NA,NA
"108521","RP4-671O14.7","BTLA",1,2,FALSE,NA,NA,NA,NA,NA
"108522","RP4-671O14.7","C10orf54",2,2,FALSE,NA,NA,NA,NA,NA
"108523","RP4-671O14.7","CBLB",0,2,FALSE,NA,NA,NA,NA,NA
"108524","RP4-671O14.7","CD3D",1,2,FALSE,NA,NA,NA,NA,NA
"108525","RP4-671O14.7","CD5",1,2,FALSE,NA,NA,NA,NA,NA
"108526","RP4-671O14.7","CDKN1B",0,2,FALSE,NA,NA,NA,NA,NA
"108527","RP4-671O14.7","DGKA",2,2,FALSE,NA,NA,NA,NA,NA
"108528","RP4-671O14.7","DGKZ",1,2,FALSE,NA,NA,NA,NA,NA
"108529","RP4-671O14.7","HAVCR2",4,2,FALSE,NA,NA,NA,NA,NA
"108530","RP4-671O14.7","LAG3",0,2,FALSE,NA,NA,NA,NA,NA
"108531","RP4-671O14.7","LCP2",1,2,FALSE,NA,NA,NA,NA,NA
"108532","RP4-671O14.7","MEF2D",5,2,FALSE,NA,NA,NA,NA,NA
"108533","RP4-671O14.7","PDCD1",2,2,FALSE,NA,NA,NA,NA,NA
"108534","RP4-671O14.7","RASA2",1,2,FALSE,NA,NA,NA,NA,NA
"108535","RP4-671O14.7","SOCS1",4,2,FALSE,NA,NA,NA,NA,NA
"108536","RP4-671O14.7","STAT6",0,2,FALSE,NA,NA,NA,NA,NA
"108537","RP4-671O14.7","TCEB2",1,2,FALSE,NA,NA,NA,NA,NA
"108538","RP4-671O14.7","TMEM222",2,2,FALSE,NA,NA,NA,NA,NA
"108539","RP4-671O14.7","TNFRSF9",1,2,FALSE,NA,NA,NA,NA,NA
"108540","RP4-706G24.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108541","RP4-706G24.1","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108542","RP4-706G24.1","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108543","RP4-706G24.1","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108544","RP4-706G24.1","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108545","RP4-706G24.1","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108546","RP4-706G24.1","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108547","RP4-706G24.1","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108548","RP4-706G24.1","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108549","RP4-706G24.1","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108550","RP4-706G24.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108551","RP4-706G24.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108552","RP4-706G24.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108553","RP4-706G24.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108554","RP4-706G24.1","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108555","RP4-706G24.1","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108556","RP4-706G24.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108557","RP4-706G24.1","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108558","RP4-706G24.1","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108559","RP4-706G24.1","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108560","RP4-724E16.2","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108561","RP4-724E16.2","BTLA",2,0,FALSE,NA,NA,NA,NA,NA
"108562","RP4-724E16.2","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108563","RP4-724E16.2","CBLB",1,0,FALSE,NA,NA,NA,NA,NA
"108564","RP4-724E16.2","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108565","RP4-724E16.2","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108566","RP4-724E16.2","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108567","RP4-724E16.2","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108568","RP4-724E16.2","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108569","RP4-724E16.2","HAVCR2",1,0,FALSE,NA,NA,NA,NA,NA
"108570","RP4-724E16.2","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108571","RP4-724E16.2","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108572","RP4-724E16.2","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108573","RP4-724E16.2","PDCD1",2,0,FALSE,NA,NA,NA,NA,NA
"108574","RP4-724E16.2","RASA2",1,0,FALSE,NA,NA,NA,NA,NA
"108575","RP4-724E16.2","SOCS1",1,0,FALSE,NA,NA,NA,NA,NA
"108576","RP4-724E16.2","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108577","RP4-724E16.2","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108578","RP4-724E16.2","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108579","RP4-724E16.2","TNFRSF9",1,0,FALSE,NA,NA,NA,NA,NA
"108580","RP4-734G22.3","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108581","RP4-734G22.3","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108582","RP4-734G22.3","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108583","RP4-734G22.3","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108584","RP4-734G22.3","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108585","RP4-734G22.3","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108586","RP4-734G22.3","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108587","RP4-734G22.3","DGKA",1,0,FALSE,NA,NA,NA,NA,NA
"108588","RP4-734G22.3","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108589","RP4-734G22.3","HAVCR2",1,0,FALSE,NA,NA,NA,NA,NA
"108590","RP4-734G22.3","LAG3",1,0,FALSE,NA,NA,NA,NA,NA
"108591","RP4-734G22.3","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108592","RP4-734G22.3","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108593","RP4-734G22.3","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108594","RP4-734G22.3","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108595","RP4-734G22.3","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108596","RP4-734G22.3","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108597","RP4-734G22.3","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108598","RP4-734G22.3","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108599","RP4-734G22.3","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108600","RP4-742C19.13","LCP2",6,32,FALSE,NA,NA,NA,NA,NA
"108601","RP4-742C19.13","STAT6",4,32,FALSE,NA,NA,NA,NA,NA
"108602","RP4-745E8.2","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108603","RP4-745E8.2","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108604","RP4-745E8.2","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108605","RP4-745E8.2","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108606","RP4-745E8.2","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108607","RP4-745E8.2","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108608","RP4-745E8.2","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108609","RP4-745E8.2","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108610","RP4-745E8.2","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108611","RP4-745E8.2","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108612","RP4-745E8.2","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108613","RP4-745E8.2","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108614","RP4-745E8.2","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108615","RP4-745E8.2","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108616","RP4-745E8.2","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108617","RP4-745E8.2","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108618","RP4-745E8.2","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108619","RP4-745E8.2","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108620","RP4-745E8.2","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108621","RP4-745E8.2","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108622","RP4-751H13.7","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108623","RP4-751H13.7","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108624","RP4-751H13.7","C10orf54",1,0,FALSE,NA,NA,NA,NA,NA
"108625","RP4-751H13.7","CBLB",1,0,FALSE,NA,NA,NA,NA,NA
"108626","RP4-751H13.7","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108627","RP4-751H13.7","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108628","RP4-751H13.7","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108629","RP4-751H13.7","DGKA",1,0,FALSE,NA,NA,NA,NA,NA
"108630","RP4-751H13.7","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108631","RP4-751H13.7","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108632","RP4-751H13.7","LAG3",1,0,FALSE,NA,NA,NA,NA,NA
"108633","RP4-751H13.7","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108634","RP4-751H13.7","MEF2D",2,0,FALSE,NA,NA,NA,NA,NA
"108635","RP4-751H13.7","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108636","RP4-751H13.7","RASA2",2,0,FALSE,NA,NA,NA,NA,NA
"108637","RP4-751H13.7","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108638","RP4-751H13.7","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108639","RP4-751H13.7","TCEB2",1,0,FALSE,NA,NA,NA,NA,NA
"108640","RP4-751H13.7","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108641","RP4-751H13.7","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108642","RP4-752I6.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108643","RP4-752I6.1","BTLA",1,0,FALSE,NA,NA,NA,NA,NA
"108644","RP4-752I6.1","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108645","RP4-752I6.1","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108646","RP4-752I6.1","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108647","RP4-752I6.1","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108648","RP4-752I6.1","CDKN1B",0,0,FALSE,NA,NA,NA,NA,NA
"108649","RP4-752I6.1","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108650","RP4-752I6.1","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108651","RP4-752I6.1","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108652","RP4-752I6.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108653","RP4-752I6.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108654","RP4-752I6.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108655","RP4-752I6.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108656","RP4-752I6.1","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108657","RP4-752I6.1","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108658","RP4-752I6.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108659","RP4-752I6.1","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108660","RP4-752I6.1","TMEM222",1,0,FALSE,NA,NA,NA,NA,NA
"108661","RP4-752I6.1","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108662","RP4-761J14.10","ARID1A",0,1,FALSE,NA,NA,NA,NA,NA
"108663","RP4-761J14.10","BTLA",1,1,FALSE,NA,NA,NA,NA,NA
"108664","RP4-761J14.10","C10orf54",0,1,FALSE,NA,NA,NA,NA,NA
"108665","RP4-761J14.10","CBLB",0,1,FALSE,NA,NA,NA,NA,NA
"108666","RP4-761J14.10","CD3D",0,1,FALSE,NA,NA,NA,NA,NA
"108667","RP4-761J14.10","CD5",0,1,FALSE,NA,NA,NA,NA,NA
"108668","RP4-761J14.10","CDKN1B",0,1,FALSE,NA,NA,NA,NA,NA
"108669","RP4-761J14.10","DGKA",0,1,FALSE,NA,NA,NA,NA,NA
"108670","RP4-761J14.10","DGKZ",0,1,FALSE,NA,NA,NA,NA,NA
"108671","RP4-761J14.10","HAVCR2",0,1,FALSE,NA,NA,NA,NA,NA
"108672","RP4-761J14.10","LAG3",0,1,FALSE,NA,NA,NA,NA,NA
"108673","RP4-761J14.10","LCP2",0,1,FALSE,NA,NA,NA,NA,NA
"108674","RP4-761J14.10","MEF2D",0,1,FALSE,NA,NA,NA,NA,NA
"108675","RP4-761J14.10","PDCD1",0,1,FALSE,NA,NA,NA,NA,NA
"108676","RP4-761J14.10","RASA2",1,1,FALSE,NA,NA,NA,NA,NA
"108677","RP4-761J14.10","SOCS1",1,1,FALSE,NA,NA,NA,NA,NA
"108678","RP4-761J14.10","STAT6",1,1,FALSE,NA,NA,NA,NA,NA
"108679","RP4-761J14.10","TCEB2",1,1,FALSE,NA,NA,NA,NA,NA
"108680","RP4-761J14.10","TMEM222",0,1,FALSE,NA,NA,NA,NA,NA
"108681","RP4-761J14.10","TNFRSF9",0,1,FALSE,NA,NA,NA,NA,NA
"108682","RP4-781K5.2","ARID1A",1,8,FALSE,NA,NA,NA,NA,NA
"108683","RP4-781K5.2","BTLA",4,8,FALSE,NA,NA,NA,NA,NA
"108684","RP4-781K5.2","C10orf54",1,8,FALSE,NA,NA,NA,NA,NA
"108685","RP4-781K5.2","CBLB",1,8,FALSE,NA,NA,NA,NA,NA
"108686","RP4-781K5.2","CD3D",0,8,FALSE,NA,NA,NA,NA,NA
"108687","RP4-781K5.2","CD5",1,8,FALSE,NA,NA,NA,NA,NA
"108688","RP4-781K5.2","CDKN1B",0,8,FALSE,NA,NA,NA,NA,NA
"108689","RP4-781K5.2","DGKA",0,8,FALSE,NA,NA,NA,NA,NA
"108690","RP4-781K5.2","DGKZ",0,8,FALSE,NA,NA,NA,NA,NA
"108691","RP4-781K5.2","HAVCR2",1,8,FALSE,NA,NA,NA,NA,NA
"108692","RP4-781K5.2","LAG3",0,8,FALSE,NA,NA,NA,NA,NA
"108693","RP4-781K5.2","LCP2",1,8,FALSE,NA,NA,NA,NA,NA
"108694","RP4-781K5.2","MEF2D",4,8,FALSE,NA,NA,NA,NA,NA
"108695","RP4-781K5.2","PDCD1",2,8,FALSE,NA,NA,NA,NA,NA
"108696","RP4-781K5.2","RASA2",4,8,FALSE,NA,NA,NA,NA,NA
"108697","RP4-781K5.2","SOCS1",1,8,FALSE,NA,NA,NA,NA,NA
"108698","RP4-781K5.2","STAT6",0,8,FALSE,NA,NA,NA,NA,NA
"108699","RP4-781K5.2","TCEB2",4,8,FALSE,NA,NA,NA,NA,NA
"108700","RP4-781K5.2","TMEM222",1,8,FALSE,NA,NA,NA,NA,NA
"108701","RP4-781K5.2","TNFRSF9",1,8,FALSE,NA,NA,NA,NA,NA
"108702","RP4-794H19.1","ARID1A",0,4,FALSE,NA,NA,NA,NA,NA
"108703","RP4-794H19.1","BTLA",1,4,FALSE,NA,NA,NA,NA,NA
"108704","RP4-794H19.1","C10orf54",3,4,FALSE,NA,NA,NA,NA,NA
"108705","RP4-794H19.1","CBLB",0,4,FALSE,NA,NA,NA,NA,NA
"108706","RP4-794H19.1","CD3D",0,4,FALSE,NA,NA,NA,NA,NA
"108707","RP4-794H19.1","CD5",0,4,FALSE,NA,NA,NA,NA,NA
"108708","RP4-794H19.1","CDKN1B",1,4,FALSE,NA,NA,NA,NA,NA
"108709","RP4-794H19.1","DGKA",7,4,FALSE,NA,NA,NA,NA,NA
"108710","RP4-794H19.1","DGKZ",0,4,FALSE,NA,NA,NA,NA,NA
"108711","RP4-794H19.1","HAVCR2",1,4,FALSE,NA,NA,NA,NA,NA
"108712","RP4-794H19.1","LAG3",0,4,FALSE,NA,NA,NA,NA,NA
"108713","RP4-794H19.1","LCP2",3,4,FALSE,NA,NA,NA,NA,NA
"108714","RP4-794H19.1","MEF2D",2,4,FALSE,NA,NA,NA,NA,NA
"108715","RP4-794H19.1","PDCD1",1,4,FALSE,NA,NA,NA,NA,NA
"108716","RP4-794H19.1","RASA2",2,4,FALSE,NA,NA,NA,NA,NA
"108717","RP4-794H19.1","SOCS1",0,4,FALSE,NA,NA,NA,NA,NA
"108718","RP4-794H19.1","STAT6",0,4,FALSE,NA,NA,NA,NA,NA
"108719","RP4-794H19.1","TCEB2",0,4,FALSE,NA,NA,NA,NA,NA
"108720","RP4-794H19.1","TMEM222",0,4,FALSE,NA,NA,NA,NA,NA
"108721","RP4-794H19.1","TNFRSF9",0,4,FALSE,NA,NA,NA,NA,NA
"108722","RP4-798A10.2","ARID1A",6,28,FALSE,NA,NA,NA,NA,NA
"108723","RP4-798A10.2","C10orf54",6,28,FALSE,NA,NA,NA,NA,NA
"108724","RP4-798A10.2","CDKN1B",6,28,FALSE,NA,NA,NA,NA,NA
"108725","RP4-798A10.2","DGKZ",5,28,FALSE,NA,NA,NA,NA,NA
"108726","RP4-798A10.2","HAVCR2",6,28,FALSE,NA,NA,NA,NA,NA
"108727","RP4-798A10.2","SOCS1",6,28,FALSE,NA,NA,NA,NA,NA
"108728","RP4-798A10.2","STAT6",3,28,FALSE,NA,NA,NA,NA,NA
"108729","RP4-798A10.2","TNFRSF9",5,28,FALSE,NA,NA,NA,NA,NA
"108730","RP4-799D16.1","ARID1A",0,0,FALSE,NA,NA,NA,NA,NA
"108731","RP4-799D16.1","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108732","RP4-799D16.1","C10orf54",1,0,FALSE,NA,NA,NA,NA,NA
"108733","RP4-799D16.1","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108734","RP4-799D16.1","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108735","RP4-799D16.1","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108736","RP4-799D16.1","CDKN1B",1,0,FALSE,NA,NA,NA,NA,NA
"108737","RP4-799D16.1","DGKA",0,0,FALSE,NA,NA,NA,NA,NA
"108738","RP4-799D16.1","DGKZ",1,0,FALSE,NA,NA,NA,NA,NA
"108739","RP4-799D16.1","HAVCR2",0,0,FALSE,NA,NA,NA,NA,NA
"108740","RP4-799D16.1","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108741","RP4-799D16.1","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108742","RP4-799D16.1","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108743","RP4-799D16.1","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108744","RP4-799D16.1","RASA2",0,0,FALSE,NA,NA,NA,NA,NA
"108745","RP4-799D16.1","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108746","RP4-799D16.1","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108747","RP4-799D16.1","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108748","RP4-799D16.1","TMEM222",0,0,FALSE,NA,NA,NA,NA,NA
"108749","RP4-799D16.1","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108750","RP4-803J11.2","ARID1A",0,4,FALSE,NA,NA,NA,NA,NA
"108751","RP4-803J11.2","BTLA",1,4,FALSE,NA,NA,NA,NA,NA
"108752","RP4-803J11.2","C10orf54",0,4,FALSE,NA,NA,NA,NA,NA
"108753","RP4-803J11.2","CBLB",4,4,FALSE,NA,NA,NA,NA,NA
"108754","RP4-803J11.2","CD3D",1,4,FALSE,NA,NA,NA,NA,NA
"108755","RP4-803J11.2","CD5",3,4,FALSE,NA,NA,NA,NA,NA
"108756","RP4-803J11.2","CDKN1B",0,4,FALSE,NA,NA,NA,NA,NA
"108757","RP4-803J11.2","DGKA",1,4,FALSE,NA,NA,NA,NA,NA
"108758","RP4-803J11.2","DGKZ",0,4,FALSE,NA,NA,NA,NA,NA
"108759","RP4-803J11.2","HAVCR2",0,4,FALSE,NA,NA,NA,NA,NA
"108760","RP4-803J11.2","LAG3",0,4,FALSE,NA,NA,NA,NA,NA
"108761","RP4-803J11.2","LCP2",2,4,FALSE,NA,NA,NA,NA,NA
"108762","RP4-803J11.2","MEF2D",1,4,FALSE,NA,NA,NA,NA,NA
"108763","RP4-803J11.2","PDCD1",3,4,FALSE,NA,NA,NA,NA,NA
"108764","RP4-803J11.2","RASA2",1,4,FALSE,NA,NA,NA,NA,NA
"108765","RP4-803J11.2","SOCS1",1,4,FALSE,NA,NA,NA,NA,NA
"108766","RP4-803J11.2","STAT6",0,4,FALSE,NA,NA,NA,NA,NA
"108767","RP4-803J11.2","TCEB2",0,4,FALSE,NA,NA,NA,NA,NA
"108768","RP4-803J11.2","TMEM222",2,4,FALSE,NA,NA,NA,NA,NA
"108769","RP4-803J11.2","TNFRSF9",1,4,FALSE,NA,NA,NA,NA,NA
"108770","RP4-816N1.7","ARID1A",1,0,FALSE,NA,NA,NA,NA,NA
"108771","RP4-816N1.7","BTLA",0,0,FALSE,NA,NA,NA,NA,NA
"108772","RP4-816N1.7","C10orf54",0,0,FALSE,NA,NA,NA,NA,NA
"108773","RP4-816N1.7","CBLB",0,0,FALSE,NA,NA,NA,NA,NA
"108774","RP4-816N1.7","CD3D",0,0,FALSE,NA,NA,NA,NA,NA
"108775","RP4-816N1.7","CD5",0,0,FALSE,NA,NA,NA,NA,NA
"108776","RP4-816N1.7","CDKN1B",1,0,FALSE,NA,NA,NA,NA,NA
"108777","RP4-816N1.7","DGKA",2,0,FALSE,NA,NA,NA,NA,NA
"108778","RP4-816N1.7","DGKZ",0,0,FALSE,NA,NA,NA,NA,NA
"108779","RP4-816N1.7","HAVCR2",1,0,FALSE,NA,NA,NA,NA,NA
"108780","RP4-816N1.7","LAG3",0,0,FALSE,NA,NA,NA,NA,NA
"108781","RP4-816N1.7","LCP2",0,0,FALSE,NA,NA,NA,NA,NA
"108782","RP4-816N1.7","MEF2D",0,0,FALSE,NA,NA,NA,NA,NA
"108783","RP4-816N1.7","PDCD1",0,0,FALSE,NA,NA,NA,NA,NA
"108784","RP4-816N1.7","RASA2",1,0,FALSE,NA,NA,NA,NA,NA
"108785","RP4-816N1.7","SOCS1",0,0,FALSE,NA,NA,NA,NA,NA
"108786","RP4-816N1.7","STAT6",0,0,FALSE,NA,NA,NA,NA,NA
"108787","RP4-816N1.7","TCEB2",0,0,FALSE,NA,NA,NA,NA,NA
"108788","RP4-816N1.7","TMEM222",1,0,FALSE,NA,NA,NA,NA,NA
"108789","RP4-816N1.7","TNFRSF9",0,0,FALSE,NA,NA,NA,NA,NA
"108790","RP5-1009E24.8","ARID1A",1,7,FALSE,NA,NA,NA,NA,NA
"108791","RP5-1009E24.8","BTLA",4,7,FALSE,NA,NA,NA,NA,NA
"108792","RP5-1009E24.8","C10orf54",3,7,FALSE,NA,NA,NA,NA,NA
"108793","RP5-1009E24.8","CBLB",5,7,FALSE,NA,NA,NA,NA,NA
"108794","RP5-1009E24.8","CD3D",3,7,FALSE,NA,NA,NA,NA,NA
"108795","RP5-1009E24.8","CD5",3,7,FALSE,NA,NA,NA,NA,NA
"108796","RP5-1009E24.8","CDKN1B",2,7,FALSE,NA,NA,NA,NA,NA
"108797","RP5-1009E24.8","DGKZ",2,7,FALSE,NA,NA,NA,NA,NA
"108798","RP5-1009E24.8","HAVCR2",2,7,FALSE,NA,NA,NA,NA,NA
"108799","RP5-1009E24.8","LAG3",5,7,FALSE,NA,NA,NA,NA,NA
"108800","RP5-1009E24.8","LCP2",2,7,FALSE,NA,NA,NA,NA,NA
"108801","RP5-1009E24.8","MEF2D",4,7,FALSE,NA,NA,NA,NA,NA
"108802","RP5-1009E24.8","PDCD1",3,7,FALSE,NA,NA,NA,NA,NA
"108803","RP5-1009E24.8","RASA2",5,7,FALSE,NA,NA,NA,NA,NA
"108804","RP5-1009E24.8","SOCS1",1,7,FALSE,NA,NA,NA,NA,NA
"108805","RP5-1009E24.8","STAT6",0,7,FALSE,NA,NA,NA,NA,NA
"108806","RP5-1009E24.8","TCEB2",1,7,FALSE,NA,NA,NA,NA,NA
"108807","RP5-1009E24.8","TMEM222",4,7,FALSE,NA,NA,NA,NA,NA
