,gene_names,tau,std,stat,rej,pvalue,padj,pvalue_emp_null_adj,padj_emp_null_adj,trt
47,SPATA21,0.0,inf,,0.0,,,,,ARID1A
48,RP4-798A10.2,0.0,inf,,0.0,,,,,ARID1A
49,NBPF1,-0.4617773038990701,0.22212822112225433,-2.078877242909708,0.0,0.037628634887334124,0.04446740438793845,0.4142081972346884,0.9897567148625651,ARID1A
50,RP11-108M9.4,0.0,inf,,0.0,,,,,ARID1A
51,IFFO2,0.0,inf,,0.0,,,,,ARID1A
52,OTUD3,-0.7072599808129612,0.15299075534195083,-4.6228935809366964,0.0,3.784238862735896e-06,1.0555649851901964e-05,0.6701811035967595,0.991856168492025,ARID1A
53,UBXN10-AS1,0.0,inf,,0.0,,,,,ARID1A
54,PINK1,-0.36194292702272496,0.11198288745050566,-3.2321271156961098,0.0,0.001228723836946951,0.002006405948679778,0.800034077222409,0.991856168492025,ARID1A
55,RP5-1071N3.1,0.0,inf,,0.0,,,,,ARID1A
56,NBPF3,0.0,inf,,0.0,,,,,ARID1A
57,LINC00339,0.0,inf,,0.0,,,,,ARID1A
58,LINC01355,-0.4962501500645571,0.12109864826142065,-4.097899994666178,0.0,4.1691532050363664e-05,9.410746913948389e-05,0.86539497973603,0.9978728587407634,ARID1A
59,TCEA3,-0.893845679996818,0.247169651260227,-3.6163245586156236,0.0,0.00029881567811178717,0.0005594558123921721,0.947637217425452,0.9978728587407634,ARID1A
60,ID3,-0.7651255316446636,0.46027357789270906,-1.6623277294075227,0.0,0.0964470808112304,0.10599266170613711,0.3077573990752036,0.9897567148625651,ARID1A
