,ARID1A,BTLA,C10orf54,CBLB,CD3D,CD5,CDKN1B,DGKA,DGKZ,HAVCR2,LAG3,LCP2,MEF2D,PDCD1,RASA2,SOCS1,STAT6,TCEB2,TMEM222,TNFRSF9
RP4-799D16.1,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
RP4-706G24.1,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SYF2,0.05188161325531248,-0.0018545996991669183,-0.0056669462189707625,0.003547816673509858,0.026780482637461942,0.0319911138269961,-0.0,-0.017048935522560784,0.013400691075267998,0.051063229716123065,-0.0012903922740135321,0.0,0.01358598036168201,0.020906089668193337,0.032624987165529994,-0.02675896261010806,0.01877749322106225,0.09807825994806044,-0.024553272192502043,0.019598834862476627
RSRP1,-0.04788693835844965,-0.01481932270981075,-0.029679656513646284,-0.012042339618259727,0.012249598784843272,-0.011480169771847352,-0.04283747366431281,-0.05313644812704376,-0.08688291072745902,-0.0,-0.10084619382674394,0.0,-0.07996835027274081,-0.014154316686203823,-0.08118730985065489,0.018716636410745047,0.009686208815778577,-0.0,-0.055356348582835245,0.022681360726618163
LDLRAP1,0.036380738460718404,0.0019519340825463296,0.03430836881668119,-0.0069153418917568725,-0.020595970099929025,-0.0012529102596329496,-0.05949907031070707,-0.006747432275665333,-0.039041825775622124,0.0,0.03915811948887309,-0.027974725516529533,-0.005615088469957776,-0.005727155855019281,0.03217936410058488,-0.027193654946462226,0.029270853785596435,-0.02258743648455569,-0.0,0.024676907871708335
RP11-70P17.1,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0003828928732113197,0.0,-0.0,0.0017927819654309925,-0.0,-0.0013868334594009954,-0.0
MAN1C1,0.0,-0.0,-0.0,-0.0008991265166490077,0.0,0.0,-0.0,-0.0,0.0023606689271080624,0.0,0.0,-0.005031755615415875,0.000983738189794143,-0.0,-0.0,0.005221258782617506,-0.0,-0.0,-0.004728761281643809,0.010381635317297246
RP1-187B23.1,-0.023131159952246752,-0.017962936898788157,0.0,-0.010209765160849876,-0.0102254014634349,-0.0,-0.00587209696000116,-0.016800967953124385,-0.016093464183026734,-0.0,-0.0,-0.003114679042136336,0.0,-0.010540613703741986,-0.0,0.0,0.006287194553652645,0.003407721542978688,-0.006910559777788592,0.0
RP1-317E23.3,0.0,-0.0,-0.0005231330478988623,-0.0,-0.0,0.0,-0.0018580963813279448,-7.15028273872556e-05,0.0,0.0,-0.0,0.0,0.0030351407365079228,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.003169271943996394
PAQR7,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,4.718157732672283e-05,0.0,0.0056805585607418545,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
STMN1,-0.041531878892789816,-0.0045721863690132095,-0.0071372096099118695,0.06508105200725804,-0.0,-0.0021063847849828923,0.1247154491026148,0.008101898261936028,0.06439922774783965,0.02024705059719887,-0.0,-0.03936141174790273,-0.0,-0.023465161551352646,0.019667306147036184,-0.0,0.06631592779275468,0.029879884633265456,-0.02530510165573829,0.022856050160742988
PAFAH2,0.0,-0.005511286754948096,-0.0,-0.0,0.0,0.007668223627365501,0.0,0.0032877234062983988,-0.0,-0.007240354449367201,-0.019159230545796803,-0.0,0.0019082677618069623,-0.0006861293771824413,0.010688852567696224,-0.0008506297456221185,0.010642806069519452,0.0028897110578446944,-0.007375246068258238,-0.0
UBXN11,0.0,-0.006053661794534821,0.019746443471601333,-0.0,-0.0007630401791548212,-0.012004602720508647,-0.04247775173514761,0.0036258825560248537,0.04119209195759204,0.00856872796827618,-0.0,-0.03829305267103981,-0.0,-0.0,0.0,-0.0,0.0,0.0004018210235283978,-0.004706244880282399,-0.0
